config_id,question_id,k_runs,mode_answer,strict_stable,mode_freq,answer_entropy_bits,accuracy_over_runs
T4_temp0.7,3CMIQF80GNOPJ9UF2HLI6E9M8FM6Q9##3RKNTXVS3NWM3QHEK01J806RNPS4AH##A2KYOM2ZGYDJGT##Blog_247332##q1_a1##3BDORL6HKMRT5GHN9LZLP2Z9TTYCRV,3,E,False,0.3333,1.585,0.0
T4_temp0.7,3G9UA71JVVSR1M47Q161FRXWPX17J9##3O6CYIULEEZIR1EW0BOT3T1CERNUWL##A1OPGPTQJ48XOY##Blog_334171##q1_a1##3NFWQRSHVGS9J2SJKCVAY465OXJGFI,3,A,False,0.6667,0.9183,0.3333
T4_temp0.7,3OLZC0DJ8JDXH1LXQHOH94YZY2IVIG##36H9ULYP63S72ZH7YNAFS3612HNFJI##A1S1K7134S2VUC##Blog_113481##q1_a1##3KLL7H3EGFFCFV9K4XIW1QLSRTOVHS,3,A,False,0.6667,0.9183,0.0
T4_temp0.7,3OLZC0DJ8JDXH1LXQHOH94YZY2IVIG##36H9ULYP63S72ZH7YNAFS3612HNFJI##A1S1K7134S2VUC##Blog_113481##q1_a2##3R5OYNIC2ENPFK3JIFQM9HZYGZITPF,3,,False,0.6667,0.9183,0.3333
T5_temp0.2,3Q9SPIIRWJKVQ8244310E8TUS6YWAC##34V1S5K3GTZMDUBNBIGY93FLDOB690##A1S1K7134S2VUC##Blog_1044056##q1_a1##3XU9MCX6VQQG7YPLCSAFDPQNH4GR20,3,A,True,1.0,-0.0,0.0
T5_temp0.2,3E24UO25QZOMYXHZN4TEH9EMT9GO6L##3UN61F00HXNWYQ7V0G6F8I1FMXXR5I##AO33H4GL9KZX9##Blog_292639##q1_a1##375VMB7D4LXQH9KIJU0NVGG0RV5ID7,3,A,True,1.0,-0.0,1.0
T5_temp0.2,3M4KL7H8KVL125AYH2V35D1E0A016T##3SB5N7Y3O426ETCGNZ6RSJRH4ZY0G0##AJ7NSZOAFP05U##Blog_254278##q1_a1##3IH9TRB0FDDWPE4631GSUEFR22K1IQ,3,A,True,1.0,-0.0,0.0
T5_temp0.2,3D5G8J4N5CI2K40F4RZLF9OG2L4VTJ##34MAJL3QP721EUH0VIY9DQGUNNO34F##A2KYOM2ZGYDJGT##Blog_536416##q1_a1##3LAZVA75NK5DALX5K0TBJULI6KY2OA,3,A,False,0.3333,1.585,0.0
T5_temp0.2,3MQKOF1EE428I44N8B42W7P86DKDW4##3NJM2BJS4ZLBGNZ2MV1Y9RVJLN5PCH##A2KYOM2ZGYDJGT##Blog_778772##q1_a1##3PCPFX4U4240WRMXN80MSIA8V4WFQN,3,A,False,0.3333,1.585,0.0
T5_temp0.2,341H3G5YF0C3JQ9RNOOEO6BZ01T0ZC##3TU5ZICBREZF97BXLZOIFC11QLW8Q2##A2KYOM2ZGYDJGT##Blog_362252##q1_a1##3N3WJQXELU4540U878DJRDHOB2D2LN,3,E,False,0.3333,1.585,0.3333
T5_temp0.2,3CMIQF80GNOPJ9UF2HLI6E9M8FM6Q9##3RKNTXVS3NWM3QHEK01J806RNPS4AH##A2KYOM2ZGYDJGT##Blog_247332##q1_a1##3BDORL6HKMRT5GHN9LZLP2Z9TTYCRV,3,A,False,0.6667,0.9183,0.0
T5_temp0.2,3G9UA71JVVSR1M47Q161FRXWPX17J9##3O6CYIULEEZIR1EW0BOT3T1CERNUWL##A1OPGPTQJ48XOY##Blog_334171##q1_a1##3NFWQRSHVGS9J2SJKCVAY465OXJGFI,3,A,False,0.6667,0.9183,0.0
T5_temp0.2,3OLZC0DJ8JDXH1LXQHOH94YZY2IVIG##36H9ULYP63S72ZH7YNAFS3612HNFJI##A1S1K7134S2VUC##Blog_113481##q1_a1##3KLL7H3EGFFCFV9K4XIW1QLSRTOVHS,3,A,True,1.0,-0.0,0.0
T5_temp0.2,3OLZC0DJ8JDXH1LXQHOH94YZY2IVIG##36H9ULYP63S72ZH7YNAFS3612HNFJI##A1S1K7134S2VUC##Blog_113481##q1_a2##3R5OYNIC2ENPFK3JIFQM9HZYGZITPF,3,A,False,0.6667,0.9183,0.0
T5_temp0.7,3Q9SPIIRWJKVQ8244310E8TUS6YWAC##34V1S5K3GTZMDUBNBIGY93FLDOB690##A1S1K7134S2VUC##Blog_1044056##q1_a1##3XU9MCX6VQQG7YPLCSAFDPQNH4GR20,3,B,False,0.3333,1.585,0.3333
T5_temp0.7,3E24UO25QZOMYXHZN4TEH9EMT9GO6L##3UN61F00HXNWYQ7V0G6F8I1FMXXR5I##AO33H4GL9KZX9##Blog_292639##q1_a1##375VMB7D4LXQH9KIJU0NVGG0RV5ID7,3,A,False,0.6667,0.9183,0.6667
T5_temp0.7,3M4KL7H8KVL125AYH2V35D1E0A016T##3SB5N7Y3O426ETCGNZ6RSJRH4ZY0G0##AJ7NSZOAFP05U##Blog_254278##q1_a1##3IH9TRB0FDDWPE4631GSUEFR22K1IQ,3,A,False,0.6667,0.9183,0.0
T5_temp0.7,3D5G8J4N5CI2K40F4RZLF9OG2L4VTJ##34MAJL3QP721EUH0VIY9DQGUNNO34F##A2KYOM2ZGYDJGT##Blog_536416##q1_a1##3LAZVA75NK5DALX5K0TBJULI6KY2OA,3,A,False,0.6667,0.9183,0.0
T5_temp0.7,3MQKOF1EE428I44N8B42W7P86DKDW4##3NJM2BJS4ZLBGNZ2MV1Y9RVJLN5PCH##A2KYOM2ZGYDJGT##Blog_778772##q1_a1##3PCPFX4U4240WRMXN80MSIA8V4WFQN,3,D,False,0.3333,1.585,0.0
T5_temp0.7,341H3G5YF0C3JQ9RNOOEO6BZ01T0ZC##3TU5ZICBREZF97BXLZOIFC11QLW8Q2##A2KYOM2ZGYDJGT##Blog_362252##q1_a1##3N3WJQXELU4540U878DJRDHOB2D2LN,3,A,False,0.6667,0.9183,0.6667
T5_temp0.7,3CMIQF80GNOPJ9UF2HLI6E9M8FM6Q9##3RKNTXVS3NWM3QHEK01J806RNPS4AH##A2KYOM2ZGYDJGT##Blog_247332##q1_a1##3BDORL6HKMRT5GHN9LZLP2Z9TTYCRV,3,A,False,0.6667,0.9183,0.0
T5_temp0.7,3G9UA71JVVSR1M47Q161FRXWPX17J9##3O6CYIULEEZIR1EW0BOT3T1CERNUWL##A1OPGPTQJ48XOY##Blog_334171##q1_a1##3NFWQRSHVGS9J2SJKCVAY465OXJGFI,3,A,False,0.6667,0.9183,0.0
T5_temp0.7,3OLZC0DJ8JDXH1LXQHOH94YZY2IVIG##36H9ULYP63S72ZH7YNAFS3612HNFJI##A1S1K7134S2VUC##Blog_113481##q1_a1##3KLL7H3EGFFCFV9K4XIW1QLSRTOVHS,3,A,True,1.0,-0.0,0.0
T5_temp0.7,3OLZC0DJ8JDXH1LXQHOH94YZY2IVIG##36H9ULYP63S72ZH7YNAFS3612HNFJI##A1S1K7134S2VUC##Blog_113481##q1_a2##3R5OYNIC2ENPFK3JIFQM9HZYGZITPF,3,,False,0.3333,1.585,0.0
